NPDES_ID,VERSION_NMBR,ACTIVITY_ID,NPDES_VIOLATION_ID,PERM_FEATURE_NMBR,PERMIT_ACTIVITY_ID,LIMIT_SET_DESIGNATOR,MONITORING_LOCATION_CODE,DMR_FORM_VALUE_ID,DMR_VALUE_NMBR,DMR_VALUE_ID,DMR_PARAMETER_ID,NODI_CODE,ADJUSTED_DMR_VALUE_NMBR,LIMIT_VALUE_STANDARD_UNITS,VIOLATION_TYPE_CODE,VIOLATION_TYPE_DESC,VIOLATION_CODE,VIOLATION_DESC,PARAMETER_CODE,PARAMETER_DESC,STANDARD_UNIT_CODE,STANDARD_UNIT_DESC,MONITORING_PERIOD_END_DATE,NMBR_OF_REPORT,EXCEEDENCE_PCT,VALUE_QUALIFIER_CODE,UNIT_CODE,VALUE_RECEIVED_DATE,DAYS_LATE,ADJUSTED_DMR_STANDARD_UNITS,LIMIT_ID,DMR_VALUE_STANDARD_UNITS,VALUE_TYPE_CODE,RNC_DETECTION_CODE,RNC_DETECTION_DESC,RNC_DETECTION_DATE,RNC_RESOLUTION_CODE,RNC_RESOLUTION_DESC,RNC_RESOLUTION_DATE,STATISTICAL_BASE_CODE,STATISTICAL_BASE_MONTHLY_AVG,STATISTICAL_BASE_SHORT_DESC
NM0028762,3,3600771189,3631821108,001,3600771189,Q,1,3662550650,,3649266812,3627655951,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2017,3,,,,11/13/2017,16,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,MK,A,MO AVG
NM0028762,3,3600771189,3631821108,001,3600771189,Q,1,3662550650,,3649266812,3627655951,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2017,3,,,,11/13/2017,16,,3601725081,,Q1,N,Non-Receipt of DMR/Schedule Report,11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,MK,A,MO AVG
NM0028762,2,1800023151,2200094446,001,1800023151,A,1,1805556013,47.13,1806928600,1803911434,,,,,,D80,"DMR, Monitor Only - Overdue",50060,"Chlorine, total residual",01,kg/d,06/30/2010,1,,=,,10/25/2010,89,,1800044104,21.39701982,Q2,K,"Non-receipt Violation, Non-Monthly Average",08/28/2010,2,RE - Back into Compliance,10/25/2010,DD,N,DAILY MX
NM0020583,3,2200016809,3604379903,001,2200016809,A,1,3600451883,15,3624207524,3613583981,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,06/30/2016,1,99999,>,19,07/12/2016,,,2200047765,15,C2,,,,,,,3C,A,30DA AVG
NM0028762,1,20044410,1400421699,001,20044410,A,1,606948518,.64,1403076422,1401738338,,,.5,,,D90,"DMR, Limited - Overdue",01105,"Aluminum, total [as Al]",19,mg/L,07/31/2008,1,28,=,,04/23/2009,177,,600097487,.64,C2,N,Non-Receipt of DMR/Schedule Report,11/28/2008,2,RE - Back into Compliance,04/23/2009,MK,A,MO AVG
NM0028762,1,20044410,1401067196,001,20044410,A,1,606948518,.64,1403076422,1401738338,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,07/31/2008,1,28,=,,04/23/2009,177,,600097487,.64,C2,,,,,,,MK,A,MO AVG
NM0028762,0,3602944933,3670064898,001,3602944933,A,1,3910548154,13,3791131738,3702314940,,,.011,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,02/28/2023,1,18,=,28,04/17/2023,,,3606351873,.013,C3,,,,,,,DD,N,DAILY MX
NM0020583,3,2200016809,3601031849,001,2200016809,A,2,2203563791,473,3605286832,3602981622,,,400,,,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,02/28/2015,1,18,=,19,03/10/2015,,,2200047762,473,C2,C,Chronic Violation,02/28/2015,2,RE - Back into Compliance,09/30/2016,3C,A,30DA AVG
NM0020583,1,20044319,600695265,001,20044319,A,1,58086830,,43872905,27617366,E,,,,,D80,"DMR, Monitor Only - Overdue",01105,"Aluminum, total [as Al]",01,kg/d,07/31/1999,1,,,,01/31/2001,,,20210289,,Q1,N,Non-Receipt of DMR/Schedule Report,09/14/1999,9,RE - Manual by Back into Compliance/Administratively Resolved,10/01/1999,3C,A,30DA AVG
NM0020583,0,3602878711,3682376217,001,3602878711,A,1,3920643772,1.743,3840988766,3730333646,,,.55615,,,E90,"DMR, Limited - Numeric Violation",00720,"Cyanide, total [as CN]",01,kg/d,03/31/2025,1,42,=,26,04/11/2025,,,3606350737,.79132199,Q2,,,,,,,DD,N,DAILY MX
NM0000116,3,2200037726,2600058151,004,2200037726,A,1,2205474762,,2602330242,2601309522,C,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,12/31/2010,1,,=,,05/27/2011,118,,2200113553,,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2011,2,RE - Back into Compliance,05/27/2011,3C,A,30DA AVG
NM0028762,3,3600771189,3641783642,001,3600771189,Q,1,3662550675,,3688124719,3647589504,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2019,3,,,,04/18/2019,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2019,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2021,DD,N,DAILY MX
NM0028762,3,3600771189,3641783642,001,3600771189,Q,1,3662550675,,3688124719,3647589504,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2019,3,,,,04/18/2019,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2019,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2021,DD,N,DAILY MX
NM0028762,3,3600771189,3641783642,001,3600771189,Q,1,3662550675,,3688124719,3647589504,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2019,3,,,,04/18/2019,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2019,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2021,DD,N,DAILY MX
NM0028762,3,3600771189,3641783642,001,3600771189,Q,1,3662550675,,3688124719,3647589504,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2019,3,,,,04/18/2019,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2019,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2021,DD,N,DAILY MX
NM0028762,3,3600771189,3641783642,001,3600771189,Q,1,3662550675,,3688124719,3647589504,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,03/31/2019,3,,,,04/18/2019,,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2019,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2021,DD,N,DAILY MX
NM0020583,4,3600830134,3640017818,001,3600830134,A,1,3628324251,370479,3651736002,3629043560,,,31900000000,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",D90,"DMR, Limited - Overdue",51040,E. coli,9Y,CFU/d,12/31/2017,1,99999,>,9Z,01/10/2019,360,,3601680592,370479000000,Q2,K,"Non-receipt Violation, Non-Monthly Average",02/15/2018,2,RE - Back into Compliance,01/10/2019,DD,N,DAILY MX
NM0020583,4,3600830134,3640017818,001,3600830134,A,1,3628324251,370479,3651736002,3629043560,,,31900000000,SSO,Sanitary Sewer Overflows,D90,"DMR, Limited - Overdue",51040,E. coli,9Y,CFU/d,12/31/2017,1,99999,>,9Z,01/10/2019,360,,3601680592,370479000000,Q2,K,"Non-receipt Violation, Non-Monthly Average",02/15/2018,2,RE - Back into Compliance,01/10/2019,DD,N,DAILY MX
NM0020583,4,3600830134,3632503399,001,3600830134,A,1,3628324251,370479,3651736002,3629043560,,,31900000000,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,12/31/2017,1,99999,>,9Z,01/10/2019,360,,3601680592,370479000000,Q2,,,,,,,DD,N,DAILY MX
NM0020583,4,3600830134,3632503399,001,3600830134,A,1,3628324251,370479,3651736002,3629043560,,,31900000000,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,12/31/2017,1,99999,>,9Z,01/10/2019,360,,3601680592,370479000000,Q2,,,,,,,DD,N,DAILY MX
NM0020583,1,20044319,21433539,001,20044319,A,1,58087109,910,43875384,27617421,,,.75,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,02/29/2004,1,21,,,03/18/2004,3,,20210288,.91,C3,,,,,,,7A,N,7 DA AVG
NM0028762,3,3600771189,3631821151,001,3600771189,Q,1,3662550651,,3649266813,3627655951,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2017,3,,,,11/13/2017,16,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,DD,N,DAILY MX
NM0028762,3,3600771189,3631821151,001,3600771189,Q,1,3662550651,,3649266813,3627655951,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2017,3,,,,11/13/2017,16,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,DD,N,DAILY MX
NM0028762,3,3600771189,3631821151,001,3600771189,Q,1,3662550651,,3649266813,3627655951,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",01,kg/d,09/30/2017,3,,,,11/13/2017,16,,3601725081,,Q2,K,"Non-receipt Violation, Non-Monthly Average",11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,DD,N,DAILY MX
NM0000116,4,3600693178,3631819956,001,3600693178,A,1,3632001616,,3647763587,3626794257,E,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,09/30/2017,1,,,,10/18/2017,,,3601250776,,Q1,N,Non-Receipt of DMR/Schedule Report,11/28/2017,9,RE - Manual by Back into Compliance/Administratively Resolved,11/28/2019,3C,A,30DA AVG
NM0028762,1,20044410,1400734910,001,20044410,A,1,606948526,.65,1401772416,1401006681,,,.5,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,11/30/2008,1,30,=,,01/22/2009,,,600097487,.65,C2,V,Other Violation with TRC,12/31/2008,2,RE - Back into Compliance,05/31/2009,MK,A,MO AVG
NM0000116,3,2200037726,2602759690,004,2200037726,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,10/31/2011,1,,,,,,,2200113553,,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2012,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),02/28/2014,3C,A,30DA AVG
NM0000116,4,3600693178,3631819998,001,3600693178,A,1,3632001497,,3647763569,3626794244,E,,9,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,09/30/2017,1,,,,10/18/2017,,,3601250772,,C3,K,"Non-receipt Violation, Non-Monthly Average",11/28/2017,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),11/28/2019,MB,N,MAXIMUM
NM0020583,1,20044319,21433513,001,20044319,A,1,58085933,32,43875323,27617186,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,01/31/2004,1,7,,,02/18/2004,3,,20210285,32,C2,,,,,,,3C,A,30DA AVG
NM0028762,2,1800023151,3601493504,001,1800023151,A,1,3429298991,11,3607366839,3604136177,,,,,,D80,"DMR, Monitor Only - Overdue",50060,"Chlorine, total residual",01,kg/d,03/31/2015,1,,=,,08/22/2016,482,,1800044104,4.99399996,Q2,K,"Non-receipt Violation, Non-Monthly Average",05/29/2015,2,RE - Back into Compliance,08/22/2016,DD,N,DAILY MX
NM0000116,3,2200037726,2600058100,004,2200037726,A,1,2205474763,,2602330243,2601309522,C,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,12/31/2010,1,,=,,05/27/2011,118,,2200113553,,Q2,K,"Non-receipt Violation, Non-Monthly Average",02/28/2011,2,RE - Back into Compliance,05/27/2011,DD,N,DAILY MX
NM0028762,3,3600771189,3630256347,001,3600771189,A,1,3600454409,.146834,3629483580,3616574225,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,09/30/2016,1,,=,03,10/17/2017,354,,3601482270,.146834,Q1,N,Non-Receipt of DMR/Schedule Report,11/28/2016,2,RE - Back into Compliance,10/17/2017,MK,A,MO AVG
NM0000116,3,2200037726,2602759647,001,2200037726,A,1,,,,,,,50,,,D90,"DMR, Limited - Overdue",00530,"Solids, total suspended",19,mg/L,12/31/2011,1,,,,,,,2200113505,,C3,K,"Non-receipt Violation, Non-Monthly Average",02/28/2012,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),02/28/2014,DD,N,DAILY MX
NM0000116,1,20044287,601442682,001,20044287,A,1,,,,,,,15,,,D90,"DMR, Limited - Overdue",00556,Oil & Grease,19,mg/L,04/30/2006,1,,,,,,,20209086,,C3,K,"Non-receipt Violation, Non-Monthly Average",08/28/2006,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),09/30/2011,DD,N,DAILY MX
NM0028762,2,1800023151,3401710746,001,1800023151,Q,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,03/31/2013,3,,,,,,,1800044101,,C3,K,"Non-receipt Violation, Non-Monthly Average",05/29/2013,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2015,DD,N,DAILY MX
NM0000116,1,20044287,601443104,001,20044287,A,1,,,,,,,9,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,04/30/2006,1,,,,,,,20209084,,C3,K,"Non-receipt Violation, Non-Monthly Average",08/28/2006,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),09/30/2011,MB,N,MAXIMUM
NM0020583,2,20044318,200002595,TX1,20044318,Q,1,58090932,0,1000665444,1000382514,,,,,,D80,"DMR, Monitor Only - Overdue",TEM3D,Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,9A,pass=0;fail=1,03/31/2006,3,,=,,05/16/2006,31,,20210361,0,C1,,,,,,,4E,,48HR MIN
NM0020583,2,20044318,1401109573,001,20044318,A,1,1400891098,3448,1403331377,1401885256,,,410,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,03/31/2009,1,741,=,,04/16/2009,1,,20210280,3448,C3,,,,,,,DD,N,DAILY MX
NM0020583,2,20044318,1401109573,001,20044318,A,1,1400891098,3448,1403331377,1401885256,,,410,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,03/31/2009,1,741,=,,04/16/2009,1,,20210280,3448,C3,,,,,,,DD,N,DAILY MX
NM0028762,1,20044410,1400424821,001,20044410,A,1,606948074,6.9,2603209459,2601767271,,,6.6,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,08/31/2008,1,,=,,06/27/2011,972,,600097477,6.9,C1,,,,,,,ME,,MINIMUM
NM0020583,2,20044318,601232805,001,20044318,A,A,58084774,1.14,601551040,600888151,,,.019,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,03/31/2007,1,5900,=,,04/17/2007,2,,20210279,1.14,C3,R,"TRC Limitations Exceeded, Non-Monthly Average",08/31/2007,2,RE - Back into Compliance,09/30/2007,IA,N,INST MAX
NM0020583,4,3600830134,3633250095,001,3600830134,A,1,3664421373,175,3653483605,3630077552,,,45,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,01/31/2018,1,289,=,19,02/14/2018,,,3601680589,175,C3,,,,,,,7A,N,7 DA AVG
NM0020583,4,3600830134,3633250095,001,3600830134,A,1,3664421373,175,3653483605,3630077552,,,45,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,01/31/2018,1,289,=,19,02/14/2018,,,3601680589,175,C3,,,,,,,7A,N,7 DA AVG
NM0020583,1,20044319,21433430,001,20044319,A,1,58086650,1645.05,43874790,27617330,,,658.754,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",01,kg/d,01/31/2003,1,13,,,02/19/2003,4,,20210287,746.8527,Q1,V,Other Violation with TRC,02/28/2003,2,RE - Back into Compliance,08/31/2003,3C,A,30DA AVG
NM0028762,1,20044410,1401067220,001,20044410,A,1,1000774072,1.8,1403077783,1401739159,,,.75,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",19,mg/L,02/28/2009,1,140,=,,04/21/2009,,,600097487,1.8,C3,,,,,,,DD,N,DAILY MX
NM0020583,3,2200016809,3601222762,001,2200016809,A,2,2203563794,476,3606326788,3603545985,,,400,,,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,03/31/2015,1,19,=,19,04/13/2015,,,2200047762,476,C2,C,Chronic Violation,03/31/2015,2,RE - Back into Compliance,09/30/2016,3C,A,30DA AVG
NM0020583,4,3600830134,3635750493,001,3600830134,A,1,3734714555,77,3655419270,3631106399,,,85,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",81010,"BOD, 5-day, percent removal",23,%,02/28/2018,1,53,=,23,03/14/2018,,,3602996645,77,C1,,,,,,,MJ,,MO AV MN
NM0020583,4,3600830134,3635750493,001,3600830134,A,1,3734714555,77,3655419270,3631106399,,,85,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",81010,"BOD, 5-day, percent removal",23,%,02/28/2018,1,53,=,23,03/14/2018,,,3602996645,77,C1,,,,,,,MJ,,MO AV MN
NM0020583,1,20044319,21433520,001,20044319,A,1,58087100,28.2,43875335,27617420,,,10.9868,,,E90,"DMR, Limited - Numeric Violation",01105,"Aluminum, total [as Al]",01,kg/d,01/31/2004,1,17,,,02/18/2004,3,,20210288,12.8028,Q1,,,,,,,3C,A,30DA AVG
NM0020583,4,3600830134,3644246095,001,3600830134,A,1,3664422043,63337,3702082554,3655166915,,,31900000000,,,E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,11/30/2019,1,99,=,9Z,12/12/2019,,,3601680592,63337000000,Q2,,,,,,,DD,N,DAILY MX
NM0028762,3,3600771189,3651264909,001,3600771189,Q,1,3662550692,,3717124649,3662856721,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,06/30/2020,3,,,,07/15/2020,,,3601725081,,C2,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3651264909,001,3600771189,Q,1,3662550692,,3717124649,3662856721,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,06/30/2020,3,,,,07/15/2020,,,3601725081,,C2,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3651264909,001,3600771189,Q,1,3662550692,,3717124649,3662856721,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,06/30/2020,3,,,,07/15/2020,,,3601725081,,C2,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3651264909,001,3600771189,Q,1,3662550692,,3717124649,3662856721,8,,,EFF,"Effluent Limit Violations,Not Otherwise Specified",D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,06/30/2020,3,,,,07/15/2020,,,3601725081,,C2,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0028762,3,3600771189,3651264909,001,3600771189,Q,1,3662550692,,3717124649,3662856721,8,,,NODMR,Failure To Submit DMR,D80,"DMR, Monitor Only - Overdue",01106,"Aluminum, dissolved [as Al]",19,mg/L,06/30/2020,3,,,,07/15/2020,,,3601725081,,C2,N,Non-Receipt of DMR/Schedule Report,08/28/2020,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),08/28/2021,MK,A,MO AVG
NM0020583,2,20044318,1000034980,001,20044318,A,A,58084834,.02,1000002862,1000001594,,,.019,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,03/31/2008,1,5,=,,04/11/2008,,,20210279,.02,C3,U,Other Violation with TRC Non-Monthly Average,03/31/2008,2,RE - Back into Compliance,06/30/2008,IA,N,INST MAX
NM0020583,2,20044318,1000034980,001,20044318,A,A,58084834,.02,1000002862,1000001594,,,.019,PRMTVL,Violation Of A Permit Requirement,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,03/31/2008,1,5,=,,04/11/2008,,,20210279,.02,C3,U,Other Violation with TRC Non-Monthly Average,03/31/2008,2,RE - Back into Compliance,06/30/2008,IA,N,INST MAX
NM0020583,4,3600830134,3635750505,001,3600830134,A,1,3664421412,24828,3655419299,3631106410,,,31900000000,NOPRMT,"Discharge, Emission Or Activity WO Required Permit",E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,02/28/2018,1,99999,>,9Z,03/14/2018,,,3601680592,24828000000,Q1,,,,,,,3H,A,30DAVGEO
NM0020583,4,3600830134,3635750505,001,3600830134,A,1,3664421412,24828,3655419299,3631106410,,,31900000000,SSO,Sanitary Sewer Overflows,E90,"DMR, Limited - Numeric Violation",51040,E. coli,9Y,CFU/d,02/28/2018,1,99999,>,9Z,03/14/2018,,,3601680592,24828000000,Q1,,,,,,,3H,A,30DAVGEO
NM0028762,1,20044410,1800971655,001,20044410,A,1,1000774189,10,2606218225,2603372662,,,20,,,D90,"DMR, Limited - Overdue",00530,"Solids, total suspended",19,mg/L,07/31/2009,1,,<,,09/23/2011,695,,600097484,10,C2,N,Non-Receipt of DMR/Schedule Report,11/28/2009,2,RE - Back into Compliance,09/23/2011,MK,A,MO AVG
NM0020583,3,2200016809,3403075768,001,2200016809,A,1,2203204643,555,3413179938,3407553308,,,126,EFF,"Effluent Limit Violations,Not Otherwise Specified",E90,"DMR, Limited - Numeric Violation",51040,E. coli,30,MPN/100mL,10/31/2013,1,340,=,3Z,11/14/2013,,,2200047763,555,C3,,,,,,,DD,N,DAILY MX
NM0020583,1,20044319,21433398,001,20044319,A,1,58085863,34.89,43874693,27617172,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,11/30/2002,1,16,,,12/16/2002,1,,20210285,34.89,C2,V,Other Violation with TRC,02/28/2003,5,RE - Resolved RP by NPDES Closure of Enf. Action Final Order with Comp. Schedule,05/01/2013,3C,A,30DA AVG
NM0020583,4,3600830134,3631989130,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81010,"BOD, 5-day, percent removal",23,%,03/31/2017,1,,,,,,,3602996645,,C1,,,,,,,MJ,,MO AV MN
NM0020583,1,20044319,21433413,001,20044319,A,1,58085868,50.21,43874738,27617173,,,30,,,E90,"DMR, Limited - Numeric Violation",00310,"BOD, 5-day, 20 deg. C",19,mg/L,12/31/2002,1,67,,,03/04/2003,48,,20210285,50.21,C2,T,TRC Limitations Exceeded,02/28/2003,2,RE - Back into Compliance,08/31/2003,3C,A,30DA AVG
NM0020583,3,2200016809,3600568830,001,2200016809,A,2,2203563785,494,3603022323,3601675211,,,400,,,E90,"DMR, Limited - Numeric Violation",70295,"Solids, total dissolved",19,mg/L,12/31/2014,1,24,=,19,01/14/2015,,,2200047762,494,C2,C,Chronic Violation,12/31/2014,2,RE - Back into Compliance,09/30/2016,3C,A,30DA AVG
NM0028762,2,1800023151,2601554072,001,1800023151,A,1,1805556085,44,2604219435,2602303534,,,.019,,,E90,"DMR, Limited - Numeric Violation",50060,"Chlorine, total residual",19,mg/L,04/30/2011,1,132,=,,07/25/2011,,,1800044104,.044,C3,,,,,,,DD,N,DAILY MX
NM0028762,2,1800023151,3402287637,001,1800023151,A,1,1805556355,110,3409824001,3405705322,,,30,,,E90,"DMR, Limited - Numeric Violation",00530,"Solids, total suspended",19,mg/L,05/31/2013,1,267,=,,07/29/2013,1,,1800044065,110,C3,,,,,,,DD,N,DAILY MX
NM0000116,3,2200037726,3600828573,004,2200037726,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,10/31/2014,1,,,,,,,2200113553,,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2015,B,RE - Manual by EPA/State/Tribal Action,12/31/2016,3C,A,30DA AVG
NM0000116,1,20044287,200000763,001,20044287,A,1,,,,,,,9,,,D90,"DMR, Limited - Overdue",00400,pH,12,SU,01/31/2006,1,,,,,,,20209084,,C3,K,"Non-receipt Violation, Non-Monthly Average",05/29/2006,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),09/30/2011,MB,N,MAXIMUM
NM0028762,2,1800023151,3401710724,001,1800023151,Q,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",70295,"Solids, total dissolved",01,kg/d,03/31/2013,3,,,,,,,1800044064,,Q1,N,Non-Receipt of DMR/Schedule Report,05/29/2013,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),05/29/2015,MK,A,MO AVG
NM0020583,4,3600830134,3631989141,001,3600830134,A,1,,,,,,,85,,,D90,"DMR, Limited - Overdue",81011,"Solids, suspended percent removal",23,%,08/31/2017,1,,,,,,,3602996646,,C1,,,,,,,MJ,,MO AV MN
NM0000116,3,2200037726,2602759685,004,2200037726,A,1,,,,,,,,,,D80,"DMR, Monitor Only - Overdue",50050,"Flow, in conduit or thru treatment plant",03,MGD,12/31/2011,1,,,,,,,2200113553,,Q1,N,Non-Receipt of DMR/Schedule Report,02/28/2012,0,RE - Automated Administratively Resolved (DMR Non-Receipt Violations),02/28/2014,3C,A,30DA AVG
